start_timestamp,end_timestamp,activity,process,factory,worker
2000-01-01 00:00:00,2000-01-01 00:01:06,scrape wooden cylinder with hand tool,Wooden component scraping,factory_006,worker_002
2000-01-01 00:01:06,2000-01-01 00:01:13,carry stack of finished blocks to storage crate,Component staging and arrangement,factory_006,worker_002
2000-01-01 00:01:13,2000-01-01 00:02:07,scrape wooden cylinder with hand tool,Wooden component scraping,factory_006,worker_002
2000-01-01 00:02:07,2000-01-01 00:02:13,carry stack of finished blocks to storage crate,Component staging and arrangement,factory_006,worker_002
2000-01-01 00:02:13,2000-01-01 00:02:30,scrape wooden cylinder with hand tool,Wooden component scraping,factory_006,worker_002
2000-01-01 00:02:44,2000-01-01 00:03:13,scrape wooden cylinder with hand tool,Wooden component scraping,factory_006,worker_002
2000-01-01 00:03:13,2000-01-01 00:03:17,carry stack of finished blocks to storage crate,Component staging and arrangement,factory_006,worker_002
2000-01-01 00:03:45,2000-01-01 00:04:10,scrape wooden cylinder with hand tool,Wooden component scraping,factory_006,worker_002
2000-01-01 00:04:10,2000-01-01 00:04:18,carry stack of finished blocks to storage crate,Component staging and arrangement,factory_006,worker_002
2000-01-01 00:04:18,2000-01-01 00:04:52,scrape wooden cylinder with hand tool,Wooden component scraping,factory_006,worker_002
2000-01-01 00:04:52,2000-01-01 00:05:00,carry stack of finished blocks to storage crate,Component staging and arrangement,factory_006,worker_002
2000-01-01 00:05:00,2000-01-01 00:05:13,scrape wooden cylinder with hand tool,Wooden component scraping,factory_006,worker_002
2000-01-01 00:05:28,2000-01-01 00:05:53,scrape wooden cylinder with hand tool,Wooden component scraping,factory_006,worker_002
2000-01-01 00:05:53,2000-01-01 00:06:01,carry stack of finished blocks to storage crate,Component staging and arrangement,factory_006,worker_002
2000-01-01 00:06:01,2000-01-01 00:06:17,load flat circular object into manual punch press,Punch press operation,factory_006,worker_002
2000-01-01 00:06:17,2000-01-01 00:06:38,pull punch press lever,Punch press operation,factory_006,worker_002
2000-01-01 00:06:38,2000-01-01 00:06:50,load flat circular object into manual punch press,Punch press operation,factory_006,worker_002
2000-01-01 00:06:50,2000-01-01 00:07:16,pull punch press lever,Punch press operation,factory_006,worker_002
2000-01-01 00:07:16,2000-01-01 00:07:33,load flat circular object into manual punch press,Punch press operation,factory_006,worker_002
2000-01-01 00:07:33,2000-01-01 00:07:58,pull punch press lever,Punch press operation,factory_006,worker_002
2000-01-01 00:07:58,2000-01-01 00:08:12,load flat circular object into manual punch press,Punch press operation,factory_006,worker_002
2000-01-01 00:08:12,2000-01-01 00:08:35,pull punch press lever,Punch press operation,factory_006,worker_002
2000-01-01 00:09:50,2000-01-01 00:10:45,knead heavy dough with wooden paddle,Dough kneading,factory_006,worker_002
2000-01-01 00:12:12,2000-01-01 00:12:48,mix wet and dry powders in large barrel,Raw material mixing,factory_006,worker_002
2000-01-01 00:14:04,2000-01-01 00:14:20,dump dough into extrusion machine hopper,Machine extrusion,factory_006,worker_002
2000-01-01 00:14:20,2000-01-01 00:14:36,extrude cylindrical dough shape,Machine extrusion,factory_006,worker_002
2000-01-01 00:14:36,2000-01-01 00:15:21,scrape wooden cylinder with hand tool,Wooden component scraping,factory_006,worker_002
2000-01-01 00:15:43,2000-01-01 00:20:00,scrape wooden cylinder with hand tool,Wooden component scraping,factory_006,worker_002
