start_timestamp,end_timestamp,activity,process,factory,worker
2000-01-01 00:00:15,2000-01-01 00:03:41,pull drill press side lever,drill press machining,factory_005,worker_009
2000-01-01 00:03:51,2000-01-01 00:04:01,pump manual pallet jack handle,material transport and logistics,factory_005,worker_009
2000-01-01 00:04:01,2000-01-01 00:05:11,pull loaded pallet jack across floor,material transport and logistics,factory_005,worker_009
2000-01-01 00:05:47,2000-01-01 00:06:02,pump manual pallet jack handle,material transport and logistics,factory_005,worker_009
2000-01-01 00:06:02,2000-01-01 00:08:35,pull loaded pallet jack across floor,material transport and logistics,factory_005,worker_009
2000-01-01 00:08:55,2000-01-01 00:09:05,pump manual pallet jack handle,material transport and logistics,factory_005,worker_009
2000-01-01 00:09:05,2000-01-01 00:09:55,pull loaded pallet jack across floor,material transport and logistics,factory_005,worker_009
2000-01-01 00:11:39,2000-01-01 00:11:52,pump manual pallet jack handle,material transport and logistics,factory_005,worker_009
2000-01-01 00:11:52,2000-01-01 00:13:06,pull loaded pallet jack across floor,material transport and logistics,factory_005,worker_009
2000-01-01 00:13:20,2000-01-01 00:13:48,transfer finished parts into yellow metal storage cages,part sorting and staging,factory_005,worker_009
2000-01-01 00:14:26,2000-01-01 00:18:24,tow loaded flatbed trolley with metal pulling hook,material transport and logistics,factory_005,worker_009
