start_timestamp,end_timestamp,activity,process,factory,worker
2000-01-01 00:00:00,2000-01-01 00:01:40,gather flat cardboard sheets,finished goods packaging,factory_005,worker_001
2000-01-01 00:02:08,2000-01-01 00:02:15,peel single label from stack,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:02:15,2000-01-01 00:02:24,apply adhesive label to motor housing,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:02:24,2000-01-01 00:02:29,rub label to ensure adhesion,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:04:47,2000-01-01 00:04:57,position metallic nameplate on motor housing,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:04:57,2000-01-01 00:05:05,insert holding pins through nameplate,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:05:05,2000-01-01 00:05:20,tap pins into place with hammer,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:05:20,2000-01-01 00:05:30,position metallic nameplate on motor housing,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:05:30,2000-01-01 00:05:38,insert holding pins through nameplate,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:05:38,2000-01-01 00:05:53,tap pins into place with hammer,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:05:53,2000-01-01 00:06:03,position metallic nameplate on motor housing,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:06:03,2000-01-01 00:06:11,insert holding pins through nameplate,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:06:11,2000-01-01 00:06:26,tap pins into place with hammer,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:06:26,2000-01-01 00:06:36,position metallic nameplate on motor housing,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:06:36,2000-01-01 00:06:44,insert holding pins through nameplate,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:06:44,2000-01-01 00:06:59,tap pins into place with hammer,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:06:59,2000-01-01 00:07:09,position metallic nameplate on motor housing,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:07:09,2000-01-01 00:07:17,insert holding pins through nameplate,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:07:17,2000-01-01 00:07:32,tap pins into place with hammer,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:07:32,2000-01-01 00:07:42,position metallic nameplate on motor housing,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:07:42,2000-01-01 00:07:50,insert holding pins through nameplate,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:07:50,2000-01-01 00:08:05,tap pins into place with hammer,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:08:05,2000-01-01 00:08:15,position metallic nameplate on motor housing,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:08:15,2000-01-01 00:08:23,insert holding pins through nameplate,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:08:23,2000-01-01 00:08:38,tap pins into place with hammer,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:08:38,2000-01-01 00:08:48,position metallic nameplate on motor housing,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:08:48,2000-01-01 00:08:56,insert holding pins through nameplate,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:08:56,2000-01-01 00:09:11,tap pins into place with hammer,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:09:11,2000-01-01 00:09:21,position metallic nameplate on motor housing,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:09:21,2000-01-01 00:09:29,insert holding pins through nameplate,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:09:29,2000-01-01 00:09:44,tap pins into place with hammer,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:09:44,2000-01-01 00:09:54,position metallic nameplate on motor housing,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:09:54,2000-01-01 00:10:02,insert holding pins through nameplate,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:10:02,2000-01-01 00:10:21,tap pins into place with hammer,motor labeling and nameplate attachment,factory_005,worker_001
2000-01-01 00:11:45,2000-01-01 00:13:42,transport blue plastic pallets,material transport and logistics,factory_005,worker_001
2000-01-01 00:13:42,2000-01-01 00:14:15,pull loaded pallet jack across floor,material transport and logistics,factory_005,worker_001
2000-01-01 00:14:15,2000-01-01 00:15:15,retrieve plastic film roll,finished goods packaging,factory_005,worker_001
2000-01-01 00:15:15,2000-01-01 00:16:00,gather flat cardboard sheets,finished goods packaging,factory_005,worker_001
2000-01-01 00:16:00,2000-01-01 00:16:29,fold cardboard box inserts,finished goods packaging,factory_005,worker_001
2000-01-01 00:16:40,2000-01-01 00:17:15,fold cardboard box inserts,finished goods packaging,factory_005,worker_001
2000-01-01 00:19:38,2000-01-01 00:19:43,load boxed motor onto strapping machine,motor packaging and strapping,factory_005,worker_001
2000-01-01 00:19:43,2000-01-01 00:19:49,feed plastic strap around box,motor packaging and strapping,factory_005,worker_001
2000-01-01 00:19:49,2000-01-01 00:19:54,trigger strapping machine cycle,motor packaging and strapping,factory_005,worker_001
