start_timestamp,end_timestamp,activity,process,factory,worker,source_file,case_id,start_seconds_from_video_start,end_seconds_from_video_start,duration_seconds
2000-01-01 00:00:00,2000-01-01 00:00:07,apply paste with brush,Defect patching,factory_003,worker_001,factory003_worker001_00000.csv,factory_003_worker_001,0,7,7
2000-01-01 00:00:07,2000-01-01 00:00:30,patch surface defect with putty,Defect patching,factory_003,worker_001,factory003_worker001_00000.csv,factory_003_worker_001,7,30,23
2000-01-01 00:00:30,2000-01-01 00:00:35,apply paste with brush,Defect patching,factory_003,worker_001,factory003_worker001_00000.csv,factory_003_worker_001,30,35,5
2000-01-01 00:00:35,2000-01-01 00:00:54,scrape component surface with metal tool,Defect patching,factory_003,worker_001,factory003_worker001_00000.csv,factory_003_worker_001,35,54,19
2000-01-01 00:00:54,2000-01-01 00:01:03,apply paste with brush,Defect patching,factory_003,worker_001,factory003_worker001_00000.csv,factory_003_worker_001,54,63,9
2000-01-01 00:01:03,2000-01-01 00:01:21,scrape component surface with metal tool,Defect patching,factory_003,worker_001,factory003_worker001_00000.csv,factory_003_worker_001,63,81,18
2000-01-01 00:01:21,2000-01-01 00:01:31,patch surface defect with putty,Defect patching,factory_003,worker_001,factory003_worker001_00000.csv,factory_003_worker_001,81,91,10
2000-01-01 00:01:31,2000-01-01 00:01:42,apply paste with brush,Defect patching,factory_003,worker_001,factory003_worker001_00000.csv,factory_003_worker_001,91,102,11
2000-01-01 00:01:42,2000-01-01 00:01:51,scrape component surface with metal tool,Defect patching,factory_003,worker_001,factory003_worker001_00000.csv,factory_003_worker_001,102,111,9
2000-01-01 00:01:51,2000-01-01 00:02:02,apply paste with brush,Defect patching,factory_003,worker_001,factory003_worker001_00000.csv,factory_003_worker_001,111,122,11
2000-01-01 00:02:02,2000-01-01 00:02:16,patch surface defect with putty,Defect patching,factory_003,worker_001,factory003_worker001_00000.csv,factory_003_worker_001,122,136,14
2000-01-01 00:02:16,2000-01-01 00:02:35,scrape component surface with metal tool,Defect patching,factory_003,worker_001,factory003_worker001_00000.csv,factory_003_worker_001,136,155,19
2000-01-01 00:02:35,2000-01-01 00:02:40,apply paste with brush,Defect patching,factory_003,worker_001,factory003_worker001_00000.csv,factory_003_worker_001,155,160,5
2000-01-01 00:02:40,2000-01-01 00:02:50,scrape component surface with metal tool,Defect patching,factory_003,worker_001,factory003_worker001_00000.csv,factory_003_worker_001,160,170,10
2000-01-01 00:02:50,2000-01-01 00:03:07,apply paste with brush,Defect patching,factory_003,worker_001,factory003_worker001_00000.csv,factory_003_worker_001,170,187,17
2000-01-01 00:03:07,2000-01-01 00:03:22,scrape component surface with metal tool,Defect patching,factory_003,worker_001,factory003_worker001_00000.csv,factory_003_worker_001,187,202,15
2000-01-01 00:03:22,2000-01-01 00:03:27,apply paste with brush,Defect patching,factory_003,worker_001,factory003_worker001_00000.csv,factory_003_worker_001,202,207,5
2000-01-01 00:03:27,2000-01-01 00:03:39,patch surface defect with putty,Defect patching,factory_003,worker_001,factory003_worker001_00000.csv,factory_003_worker_001,207,219,12
2000-01-01 00:03:42,2000-01-01 00:03:55,patch surface defect with putty,Defect patching,factory_003,worker_001,factory003_worker001_00000.csv,factory_003_worker_001,222,235,13
2000-01-01 00:03:55,2000-01-01 00:04:02,apply paste with brush,Defect patching,factory_003,worker_001,factory003_worker001_00000.csv,factory_003_worker_001,235,242,7
2000-01-01 00:04:02,2000-01-01 00:04:16,scrape component surface with metal tool,Defect patching,factory_003,worker_001,factory003_worker001_00000.csv,factory_003_worker_001,242,256,14
2000-01-01 00:04:16,2000-01-01 00:04:23,apply paste with brush,Defect patching,factory_003,worker_001,factory003_worker001_00000.csv,factory_003_worker_001,256,263,7
2000-01-01 00:04:23,2000-01-01 00:04:39,scrape component surface with metal tool,Defect patching,factory_003,worker_001,factory003_worker001_00000.csv,factory_003_worker_001,263,279,16
2000-01-01 00:04:39,2000-01-01 00:04:49,apply paste with brush,Defect patching,factory_003,worker_001,factory003_worker001_00000.csv,factory_003_worker_001,279,289,10
2000-01-01 00:04:49,2000-01-01 00:05:01,scrape component surface with metal tool,Defect patching,factory_003,worker_001,factory003_worker001_00000.csv,factory_003_worker_001,289,301,12
2000-01-01 00:05:01,2000-01-01 00:05:08,apply paste with brush,Defect patching,factory_003,worker_001,factory003_worker001_00000.csv,factory_003_worker_001,301,308,7
2000-01-01 00:05:08,2000-01-01 00:05:20,patch surface defect with putty,Defect patching,factory_003,worker_001,factory003_worker001_00000.csv,factory_003_worker_001,308,320,12
