start_timestamp,end_timestamp,activity,process,factory,worker,source_file,case_id,start_seconds_from_video_start,end_seconds_from_video_start,duration_seconds
2000-01-01 00:00:00,2000-01-01 00:00:20,load pre-manufactured insert into mold,Machine pressing,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,0,20,20
2000-01-01 00:00:21,2000-01-01 00:00:34,blow debris with compressed air gun,Machine pressing,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,21,34,13
2000-01-01 00:00:35,2000-01-01 00:00:48,close two-part mold assembly,Machine pressing,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,35,48,13
2000-01-01 00:00:48,2000-01-01 00:01:21,pick debris from mold cavity,Mold preparation and cleaning,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,48,81,33
2000-01-01 00:01:21,2000-01-01 00:01:34,scrape component surface with metal tool,Mold preparation and cleaning,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,81,94,13
2000-01-01 00:01:34,2000-01-01 00:01:47,blow debris with compressed air gun,Mold preparation and cleaning,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,94,107,13
2000-01-01 00:01:47,2000-01-01 00:02:00,sand mold face with abrasive block,Mold preparation and cleaning,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,107,120,13
2000-01-01 00:02:01,2000-01-01 00:02:29,load pre-manufactured insert into mold,Machine pressing,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,121,149,28
2000-01-01 00:02:30,2000-01-01 00:02:44,blow debris with compressed air gun,Machine pressing,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,150,164,14
2000-01-01 00:02:45,2000-01-01 00:03:00,squeeze binding paste from piping bag,Machine pressing,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,165,180,15
2000-01-01 00:03:01,2000-01-01 00:03:10,close two-part mold assembly,Machine pressing,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,181,190,9
2000-01-01 00:03:10,2000-01-01 00:03:24,wait for machine press cycle completion,Machine pressing,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,190,204,14
2000-01-01 00:03:24,2000-01-01 00:03:35,blow debris with compressed air gun,Machine pressing,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,204,215,11
2000-01-01 00:03:36,2000-01-01 00:03:53,scrape component surface with metal tool,Mold preparation and cleaning,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,216,233,17
2000-01-01 00:03:53,2000-01-01 00:04:09,blow debris with compressed air gun,Mold preparation and cleaning,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,233,249,16
2000-01-01 00:04:09,2000-01-01 00:04:29,sand mold face with abrasive block,Mold preparation and cleaning,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,249,269,20
2000-01-01 00:04:30,2000-01-01 00:04:59,load pre-manufactured insert into mold,Machine pressing,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,270,299,29
2000-01-01 00:05:00,2000-01-01 00:05:18,blow debris with compressed air gun,Machine pressing,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,300,318,18
2000-01-01 00:05:19,2000-01-01 00:05:35,squeeze binding paste from piping bag,Machine pressing,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,319,335,16
2000-01-01 00:05:36,2000-01-01 00:05:44,close two-part mold assembly,Machine pressing,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,336,344,8
2000-01-01 00:05:45,2000-01-01 00:06:01,pick debris from mold cavity,Mold preparation and cleaning,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,345,361,16
2000-01-01 00:06:01,2000-01-01 00:06:12,scrape component surface with metal tool,Mold preparation and cleaning,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,361,372,11
2000-01-01 00:06:13,2000-01-01 00:06:29,blow debris with compressed air gun,Mold preparation and cleaning,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,373,389,16
2000-01-01 00:06:29,2000-01-01 00:06:44,sand mold face with abrasive block,Mold preparation and cleaning,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,389,404,15
2000-01-01 00:06:45,2000-01-01 00:07:07,load pre-manufactured insert into mold,Machine pressing,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,405,427,22
2000-01-01 00:07:08,2000-01-01 00:07:23,blow debris with compressed air gun,Machine pressing,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,428,443,15
2000-01-01 00:07:24,2000-01-01 00:07:41,squeeze binding paste from piping bag,Machine pressing,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,444,461,17
2000-01-01 00:07:42,2000-01-01 00:07:50,close two-part mold assembly,Machine pressing,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,462,470,8
2000-01-01 00:07:51,2000-01-01 00:08:13,pick debris from mold cavity,Mold preparation and cleaning,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,471,493,22
2000-01-01 00:08:13,2000-01-01 00:08:30,scrape component surface with metal tool,Mold preparation and cleaning,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,493,510,17
2000-01-01 00:08:31,2000-01-01 00:08:45,blow debris with compressed air gun,Mold preparation and cleaning,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,511,525,14
2000-01-01 00:08:45,2000-01-01 00:09:00,sand mold face with abrasive block,Mold preparation and cleaning,factory_003,worker_010,factory003_worker010_00000.csv,factory_003_worker_010,525,540,15
