start_timestamp,end_timestamp,activity,process,factory,worker
2000-01-01 00:00:00,2000-01-01 00:00:10,blow debris from mold cavities with air gun,Pattern cleaning and coating,factory_006,worker_001
2000-01-01 00:00:29,2000-01-01 00:00:46,blow debris from mold cavities with air gun,Pattern cleaning and coating,factory_006,worker_001
2000-01-01 00:00:52,2000-01-01 00:00:58,place small inserts into sand pattern,Core and insert placement,factory_006,worker_001
2000-01-01 00:01:10,2000-01-01 00:01:16,place small inserts into sand pattern,Core and insert placement,factory_006,worker_001
2000-01-01 00:01:21,2000-01-01 00:01:31,blow debris from mold cavities with air gun,Pattern cleaning and coating,factory_006,worker_001
2000-01-01 00:01:42,2000-01-01 00:01:48,place small inserts into sand pattern,Core and insert placement,factory_006,worker_001
2000-01-01 00:02:04,2000-01-01 00:02:14,blow debris from mold cavities with air gun,Pattern cleaning and coating,factory_006,worker_001
2000-01-01 00:02:24,2000-01-01 00:02:32,place small inserts into sand pattern,Core and insert placement,factory_006,worker_001
2000-01-01 00:02:48,2000-01-01 00:02:59,blow debris from mold cavities with air gun,Pattern cleaning and coating,factory_006,worker_001
2000-01-01 00:02:59,2000-01-01 00:03:07,guide upper mold half onto lower mold half,Mold assembly and closing,factory_006,worker_001
2000-01-01 00:03:07,2000-01-01 00:03:15,attach hoist to upper mold half,Mold assembly and closing,factory_006,worker_001
2000-01-01 00:03:22,2000-01-01 00:03:26,place small inserts into sand pattern,Core and insert placement,factory_006,worker_001
2000-01-01 00:03:31,2000-01-01 00:03:41,attach hoist to upper mold half,Mold assembly and closing,factory_006,worker_001
2000-01-01 00:03:44,2000-01-01 00:03:59,blow debris from mold cavities with air gun,Pattern cleaning and coating,factory_006,worker_001
2000-01-01 00:03:59,2000-01-01 00:04:03,place small inserts into sand pattern,Core and insert placement,factory_006,worker_001
2000-01-01 00:04:03,2000-01-01 00:04:20,guide upper mold half onto lower mold half,Mold assembly and closing,factory_006,worker_001
2000-01-01 00:04:20,2000-01-01 00:04:26,place small inserts into sand pattern,Core and insert placement,factory_006,worker_001
2000-01-01 00:04:26,2000-01-01 00:04:34,blow debris from mold cavities with air gun,Pattern cleaning and coating,factory_006,worker_001
2000-01-01 00:04:34,2000-01-01 00:04:49,guide upper mold half onto lower mold half,Mold assembly and closing,factory_006,worker_001
2000-01-01 00:04:49,2000-01-01 00:04:55,place small inserts into sand pattern,Core and insert placement,factory_006,worker_001
2000-01-01 00:05:05,2000-01-01 00:05:12,attach hoist to upper mold half,Mold assembly and closing,factory_006,worker_001
2000-01-01 00:05:12,2000-01-01 00:05:27,blow debris from mold cavities with air gun,Pattern cleaning and coating,factory_006,worker_001
2000-01-01 00:05:27,2000-01-01 00:05:34,place small inserts into sand pattern,Core and insert placement,factory_006,worker_001
2000-01-01 00:05:34,2000-01-01 00:05:41,attach hoist to upper mold half,Mold assembly and closing,factory_006,worker_001
2000-01-01 00:06:03,2000-01-01 00:06:08,attach hoist to upper mold half,Mold assembly and closing,factory_006,worker_001
2000-01-01 00:06:08,2000-01-01 00:06:26,blow debris from mold cavities with air gun,Pattern cleaning and coating,factory_006,worker_001
2000-01-01 00:06:26,2000-01-01 00:06:33,guide upper mold half onto lower mold half,Mold assembly and closing,factory_006,worker_001
2000-01-01 00:06:33,2000-01-01 00:06:40,place small inserts into sand pattern,Core and insert placement,factory_006,worker_001
2000-01-01 00:06:40,2000-01-01 00:06:48,guide upper mold half onto lower mold half,Mold assembly and closing,factory_006,worker_001
2000-01-01 00:06:56,2000-01-01 00:07:05,blow debris from mold cavities with air gun,Pattern cleaning and coating,factory_006,worker_001
2000-01-01 00:07:05,2000-01-01 00:07:09,place small inserts into sand pattern,Core and insert placement,factory_006,worker_001
2000-01-01 00:07:09,2000-01-01 00:07:15,attach hoist to upper mold half,Mold assembly and closing,factory_006,worker_001
2000-01-01 00:07:22,2000-01-01 00:07:37,log production tally on tracking board,Manual production logging,factory_006,worker_001
2000-01-01 00:07:44,2000-01-01 00:07:51,place small inserts into sand pattern,Core and insert placement,factory_006,worker_001
2000-01-01 00:07:51,2000-01-01 00:08:06,blow debris from mold cavities with air gun,Pattern cleaning and coating,factory_006,worker_001
2000-01-01 00:08:06,2000-01-01 00:08:11,attach hoist to upper mold half,Mold assembly and closing,factory_006,worker_001
2000-01-01 00:08:11,2000-01-01 00:08:17,place small inserts into sand pattern,Core and insert placement,factory_006,worker_001
2000-01-01 00:08:17,2000-01-01 00:08:26,guide upper mold half onto lower mold half,Mold assembly and closing,factory_006,worker_001
