start_timestamp,end_timestamp,activity,process,factory,worker
2000-01-01 00:00:00,2000-01-01 00:00:57,iron flat t-shirt with steam iron,Garment ironing,factory_002,worker_005
2000-01-01 00:00:57,2000-01-01 00:01:21,fold t-shirt over removable white template,Garment ironing,factory_002,worker_005
2000-01-01 00:01:21,2000-01-01 00:02:04,iron flat t-shirt with steam iron,Garment ironing,factory_002,worker_005
2000-01-01 00:02:04,2000-01-01 00:02:40,fold t-shirt over removable white template,Garment ironing,factory_002,worker_005
2000-01-01 00:02:40,2000-01-01 00:03:00,iron flat t-shirt with steam iron,Garment ironing,factory_002,worker_005
2000-01-01 00:03:00,2000-01-01 00:03:45,fold t-shirt over removable white template,Garment ironing,factory_002,worker_005
2000-01-01 00:03:45,2000-01-01 00:04:38,iron flat t-shirt with steam iron,Garment ironing,factory_002,worker_005
2000-01-01 00:04:38,2000-01-01 00:05:07,fold t-shirt over removable white template,Garment ironing,factory_002,worker_005
2000-01-01 00:05:07,2000-01-01 00:06:16,iron flat t-shirt with steam iron,Garment ironing,factory_002,worker_005
2000-01-01 00:06:16,2000-01-01 00:06:44,fold t-shirt over removable white template,Garment ironing,factory_002,worker_005
2000-01-01 00:06:44,2000-01-01 00:07:46,iron flat t-shirt with steam iron,Garment ironing,factory_002,worker_005
2000-01-01 00:07:46,2000-01-01 00:08:21,fold t-shirt over removable white template,Garment ironing,factory_002,worker_005
2000-01-01 00:08:21,2000-01-01 00:09:00,iron flat t-shirt with steam iron,Garment ironing,factory_002,worker_005
2000-01-01 00:09:00,2000-01-01 00:09:39,fold t-shirt over removable white template,Garment ironing,factory_002,worker_005
2000-01-01 00:09:39,2000-01-01 00:10:13,iron flat t-shirt with steam iron,Garment ironing,factory_002,worker_005
2000-01-01 00:10:13,2000-01-01 00:10:39,fold t-shirt over removable white template,Garment ironing,factory_002,worker_005
2000-01-01 00:10:39,2000-01-01 00:11:25,iron flat t-shirt with steam iron,Garment ironing,factory_002,worker_005
2000-01-01 00:11:25,2000-01-01 00:11:51,fold t-shirt over removable white template,Garment ironing,factory_002,worker_005
2000-01-01 00:11:51,2000-01-01 00:12:28,iron flat t-shirt with steam iron,Garment ironing,factory_002,worker_005
2000-01-01 00:12:28,2000-01-01 00:13:08,fold t-shirt over removable white template,Garment ironing,factory_002,worker_005
2000-01-01 00:13:08,2000-01-01 00:14:09,iron flat t-shirt with steam iron,Garment ironing,factory_002,worker_005
2000-01-01 00:14:09,2000-01-01 00:14:34,fold t-shirt over removable white template,Garment ironing,factory_002,worker_005
2000-01-01 00:14:34,2000-01-01 00:15:11,iron flat t-shirt with steam iron,Garment ironing,factory_002,worker_005
2000-01-01 00:15:11,2000-01-01 00:15:53,fold t-shirt over removable white template,Garment ironing,factory_002,worker_005
2000-01-01 00:15:53,2000-01-01 00:16:06,iron flat t-shirt with steam iron,Garment ironing,factory_002,worker_005
2000-01-01 00:16:06,2000-01-01 00:16:26,fold t-shirt over removable white template,Garment ironing,factory_002,worker_005
2000-01-01 00:16:26,2000-01-01 00:17:02,iron flat t-shirt with steam iron,Garment ironing,factory_002,worker_005
2000-01-01 00:17:02,2000-01-01 00:17:19,fold t-shirt over removable white template,Garment ironing,factory_002,worker_005
2000-01-01 00:17:19,2000-01-01 00:17:47,iron flat t-shirt with steam iron,Garment ironing,factory_002,worker_005
2000-01-01 00:17:47,2000-01-01 00:18:09,fold t-shirt over removable white template,Garment ironing,factory_002,worker_005
2000-01-01 00:18:09,2000-01-01 00:18:29,iron flat t-shirt with steam iron,Garment ironing,factory_002,worker_005
2000-01-01 00:18:29,2000-01-01 00:18:50,fold t-shirt over removable white template,Garment ironing,factory_002,worker_005
2000-01-01 00:18:50,2000-01-01 00:19:10,iron flat t-shirt with steam iron,Garment ironing,factory_002,worker_005
2000-01-01 00:19:10,2000-01-01 00:19:35,fold t-shirt over removable white template,Garment ironing,factory_002,worker_005
