start_timestamp,end_timestamp,activity,process,factory,worker
2000-01-01 00:00:00,2000-01-01 00:00:13,fold t-shirt around permanent cardboard insert,Cardboard wrapping,factory_002,worker_005
2000-01-01 00:00:13,2000-01-01 00:00:32,smooth fabric flat on table,Fabric edge alignment,factory_002,worker_005
2000-01-01 00:00:32,2000-01-01 00:00:44,iron flat t-shirt with steam iron,Garment ironing,factory_002,worker_005
2000-01-01 00:00:44,2000-01-01 00:01:27,freehand fold t-shirt,Fabric folding,factory_002,worker_005
2000-01-01 00:01:27,2000-01-01 00:01:31,press folded garment creases with iron,Garment ironing,factory_002,worker_005
2000-01-01 00:01:35,2000-01-01 00:02:09,fold t-shirt around permanent cardboard insert,Cardboard wrapping,factory_002,worker_005
2000-01-01 00:02:09,2000-01-01 00:02:22,smooth fabric flat on table,Fabric edge alignment,factory_002,worker_005
2000-01-01 00:02:22,2000-01-01 00:02:29,iron flat t-shirt with steam iron,Garment ironing,factory_002,worker_005
2000-01-01 00:02:29,2000-01-01 00:03:10,wrap flat t-shirt around stack of folded t-shirts,Fabric bundling,factory_002,worker_005
2000-01-01 00:03:10,2000-01-01 00:03:23,smooth fabric flat on table,Fabric edge alignment,factory_002,worker_005
2000-01-01 00:03:23,2000-01-01 00:03:30,iron flat t-shirt with steam iron,Garment ironing,factory_002,worker_005
2000-01-01 00:03:30,2000-01-01 00:04:11,wrap flat t-shirt around stack of folded t-shirts,Fabric bundling,factory_002,worker_005
2000-01-01 00:04:11,2000-01-01 00:04:24,smooth fabric flat on table,Fabric edge alignment,factory_002,worker_005
2000-01-01 00:04:24,2000-01-01 00:04:31,iron flat t-shirt with steam iron,Garment ironing,factory_002,worker_005
2000-01-01 00:04:31,2000-01-01 00:05:12,wrap flat t-shirt around stack of folded t-shirts,Fabric bundling,factory_002,worker_005
2000-01-01 00:05:12,2000-01-01 00:05:25,smooth fabric flat on table,Fabric edge alignment,factory_002,worker_005
2000-01-01 00:05:25,2000-01-01 00:05:32,iron flat t-shirt with steam iron,Garment ironing,factory_002,worker_005
2000-01-01 00:05:32,2000-01-01 00:06:13,wrap flat t-shirt around stack of folded t-shirts,Fabric bundling,factory_002,worker_005
2000-01-01 00:06:13,2000-01-01 00:06:26,smooth fabric flat on table,Fabric edge alignment,factory_002,worker_005
2000-01-01 00:06:26,2000-01-01 00:06:33,iron flat t-shirt with steam iron,Garment ironing,factory_002,worker_005
2000-01-01 00:06:33,2000-01-01 00:07:14,wrap flat t-shirt around stack of folded t-shirts,Fabric bundling,factory_002,worker_005
2000-01-01 00:07:14,2000-01-01 00:07:27,smooth fabric flat on table,Fabric edge alignment,factory_002,worker_005
2000-01-01 00:07:27,2000-01-01 00:07:34,iron flat t-shirt with steam iron,Garment ironing,factory_002,worker_005
2000-01-01 00:07:34,2000-01-01 00:08:15,wrap flat t-shirt around stack of folded t-shirts,Fabric bundling,factory_002,worker_005
2000-01-01 00:08:15,2000-01-01 00:08:28,smooth fabric flat on table,Fabric edge alignment,factory_002,worker_005
2000-01-01 00:08:28,2000-01-01 00:08:35,iron flat t-shirt with steam iron,Garment ironing,factory_002,worker_005
2000-01-01 00:08:35,2000-01-01 00:09:16,wrap flat t-shirt around stack of folded t-shirts,Fabric bundling,factory_002,worker_005
2000-01-01 00:09:16,2000-01-01 00:09:29,smooth fabric flat on table,Fabric edge alignment,factory_002,worker_005
2000-01-01 00:09:29,2000-01-01 00:09:36,iron flat t-shirt with steam iron,Garment ironing,factory_002,worker_005
2000-01-01 00:09:36,2000-01-01 00:10:17,wrap flat t-shirt around stack of folded t-shirts,Fabric bundling,factory_002,worker_005
2000-01-01 00:10:17,2000-01-01 00:10:30,smooth fabric flat on table,Fabric edge alignment,factory_002,worker_005
2000-01-01 00:10:30,2000-01-01 00:10:37,iron flat t-shirt with steam iron,Garment ironing,factory_002,worker_005
2000-01-01 00:10:37,2000-01-01 00:11:18,wrap flat t-shirt around stack of folded t-shirts,Fabric bundling,factory_002,worker_005
2000-01-01 00:11:18,2000-01-01 00:11:31,smooth fabric flat on table,Fabric edge alignment,factory_002,worker_005
2000-01-01 00:11:31,2000-01-01 00:11:38,iron flat t-shirt with steam iron,Garment ironing,factory_002,worker_005
