start_timestamp,end_timestamp,activity,process,factory,worker
2000-01-01 00:00:00,2000-01-01 00:00:10,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:00:10,2000-01-01 00:00:15,Pull unmarked garment from pile,Quality inspection,factory_004,worker_002
2000-01-01 00:00:15,2000-01-01 00:00:41,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:00:41,2000-01-01 00:00:49,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:00:49,2000-01-01 00:00:59,Unfold sewn piece to inspect seam tension,Quality inspection,factory_004,worker_002
2000-01-01 00:00:59,2000-01-01 00:01:21,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:01:21,2000-01-01 00:01:26,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:01:26,2000-01-01 00:01:40,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:01:40,2000-01-01 00:01:49,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:01:49,2000-01-01 00:02:28,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:02:28,2000-01-01 00:02:45,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:02:45,2000-01-01 00:03:06,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:03:06,2000-01-01 00:03:15,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:03:15,2000-01-01 00:03:26,Unfold sewn piece to inspect seam tension,Quality inspection,factory_004,worker_002
2000-01-01 00:03:26,2000-01-01 00:04:04,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:04:04,2000-01-01 00:04:15,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:04:15,2000-01-01 00:04:29,Rub fabric to remove spot,Quality inspection,factory_004,worker_002
2000-01-01 00:04:29,2000-01-01 00:04:36,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:04:36,2000-01-01 00:05:01,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:05:01,2000-01-01 00:05:09,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:05:09,2000-01-01 00:05:19,Unfold sewn piece to inspect seam tension,Quality inspection,factory_004,worker_002
2000-01-01 00:05:19,2000-01-01 00:05:30,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:05:30,2000-01-01 00:05:49,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:05:49,2000-01-01 00:06:01,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:06:01,2000-01-01 00:06:10,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:06:10,2000-01-01 00:06:38,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:06:38,2000-01-01 00:06:48,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:06:48,2000-01-01 00:07:18,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:07:18,2000-01-01 00:07:27,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:07:27,2000-01-01 00:07:35,Unfold sewn piece to inspect seam tension,Quality inspection,factory_004,worker_002
2000-01-01 00:07:35,2000-01-01 00:07:44,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:07:44,2000-01-01 00:08:10,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:08:10,2000-01-01 00:08:19,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:08:19,2000-01-01 00:08:38,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:08:38,2000-01-01 00:09:08,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:09:08,2000-01-01 00:09:18,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:09:18,2000-01-01 00:09:23,Unfold sewn piece to inspect seam tension,Quality inspection,factory_004,worker_002
2000-01-01 00:09:23,2000-01-01 00:09:30,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:09:30,2000-01-01 00:09:55,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:09:55,2000-01-01 00:10:06,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:10:06,2000-01-01 00:10:45,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:10:45,2000-01-01 00:10:55,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:10:55,2000-01-01 00:11:04,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:11:04,2000-01-01 00:11:32,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:11:32,2000-01-01 00:11:41,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:11:41,2000-01-01 00:11:51,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:11:51,2000-01-01 00:12:18,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:12:18,2000-01-01 00:12:26,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:12:26,2000-01-01 00:12:35,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:12:35,2000-01-01 00:13:10,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:13:10,2000-01-01 00:13:19,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:13:19,2000-01-01 00:13:28,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:13:28,2000-01-01 00:13:58,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:13:58,2000-01-01 00:14:08,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:14:08,2000-01-01 00:14:18,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:14:18,2000-01-01 00:14:42,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:14:42,2000-01-01 00:14:52,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:14:52,2000-01-01 00:15:02,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:15:02,2000-01-01 00:15:40,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:15:40,2000-01-01 00:15:49,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:15:49,2000-01-01 00:16:00,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:16:00,2000-01-01 00:16:32,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:16:32,2000-01-01 00:16:41,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:16:41,2000-01-01 00:16:51,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:16:51,2000-01-01 00:17:23,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:17:23,2000-01-01 00:17:31,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:17:31,2000-01-01 00:17:41,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:17:41,2000-01-01 00:18:08,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:18:08,2000-01-01 00:18:18,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:18:18,2000-01-01 00:18:28,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:18:28,2000-01-01 00:18:55,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:18:55,2000-01-01 00:19:04,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:19:04,2000-01-01 00:19:14,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:19:14,2000-01-01 00:19:45,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:19:45,2000-01-01 00:19:54,Fold garment sleeves inward,Garment folding,factory_004,worker_002
