start_timestamp,end_timestamp,activity,process,factory,worker
2000-01-01 00:00:00,2000-01-01 00:00:31,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:00:31,2000-01-01 00:00:46,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:00:46,2000-01-01 00:01:09,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:01:09,2000-01-01 00:01:24,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:01:24,2000-01-01 00:01:54,Transport heavy fabric stack across factory floor,Material transport,factory_004,worker_002
2000-01-01 00:01:54,2000-01-01 00:02:22,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:02:22,2000-01-01 00:02:36,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:02:36,2000-01-01 00:02:54,Transport heavy fabric stack across factory floor,Material transport,factory_004,worker_002
2000-01-01 00:02:54,2000-01-01 00:03:26,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:03:26,2000-01-01 00:03:41,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:03:41,2000-01-01 00:04:13,Transport heavy fabric stack across factory floor,Material transport,factory_004,worker_002
2000-01-01 00:04:13,2000-01-01 00:04:36,Transport heavy fabric stack across factory floor,Material transport,factory_004,worker_002
2000-01-01 00:04:36,2000-01-01 00:05:20,Transport heavy fabric stack across factory floor,Material transport,factory_004,worker_002
2000-01-01 00:05:20,2000-01-01 00:06:09,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:06:09,2000-01-01 00:06:37,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:06:37,2000-01-01 00:06:56,Transport heavy fabric stack across factory floor,Material transport,factory_004,worker_002
2000-01-01 00:06:56,2000-01-01 00:07:10,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:07:10,2000-01-01 00:07:16,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:07:16,2000-01-01 00:07:28,Transport heavy fabric stack across factory floor,Material transport,factory_004,worker_002
2000-01-01 00:07:28,2000-01-01 00:07:35,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:07:35,2000-01-01 00:07:41,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:07:41,2000-01-01 00:08:18,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:08:18,2000-01-01 00:08:40,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:08:40,2000-01-01 00:08:59,Transport heavy fabric stack across factory floor,Material transport,factory_004,worker_002
2000-01-01 00:08:59,2000-01-01 00:09:13,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:09:13,2000-01-01 00:09:20,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:09:20,2000-01-01 00:09:40,Transport heavy fabric stack across factory floor,Material transport,factory_004,worker_002
2000-01-01 00:09:40,2000-01-01 00:09:58,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:09:58,2000-01-01 00:10:07,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:10:07,2000-01-01 00:10:16,Transport heavy fabric stack across factory floor,Material transport,factory_004,worker_002
2000-01-01 00:10:16,2000-01-01 00:11:05,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:11:05,2000-01-01 00:11:34,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:11:34,2000-01-01 00:11:45,Transport heavy fabric stack across factory floor,Material transport,factory_004,worker_002
2000-01-01 00:11:45,2000-01-01 00:12:03,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:12:03,2000-01-01 00:12:15,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:12:15,2000-01-01 00:12:26,Transport heavy fabric stack across factory floor,Material transport,factory_004,worker_002
2000-01-01 00:12:26,2000-01-01 00:12:37,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:12:37,2000-01-01 00:12:44,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:12:44,2000-01-01 00:12:54,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:12:54,2000-01-01 00:13:01,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:13:01,2000-01-01 00:13:12,Transport heavy fabric stack across factory floor,Material transport,factory_004,worker_002
2000-01-01 00:13:12,2000-01-01 00:13:20,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:13:20,2000-01-01 00:13:28,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:13:28,2000-01-01 00:14:02,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:14:02,2000-01-01 00:14:24,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:14:24,2000-01-01 00:14:33,Transport heavy fabric stack across factory floor,Material transport,factory_004,worker_002
2000-01-01 00:14:33,2000-01-01 00:15:02,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:15:02,2000-01-01 00:15:16,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:15:16,2000-01-01 00:15:30,Transport heavy fabric stack across factory floor,Material transport,factory_004,worker_002
2000-01-01 00:15:30,2000-01-01 00:15:38,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:15:38,2000-01-01 00:15:46,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:15:46,2000-01-01 00:15:54,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:15:54,2000-01-01 00:15:58,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:15:58,2000-01-01 00:16:15,Transport heavy fabric stack across factory floor,Material transport,factory_004,worker_002
2000-01-01 00:16:15,2000-01-01 00:16:23,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:16:23,2000-01-01 00:16:29,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:16:29,2000-01-01 00:16:40,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:16:40,2000-01-01 00:16:49,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:16:49,2000-01-01 00:17:02,Transport heavy fabric stack across factory floor,Material transport,factory_004,worker_002
2000-01-01 00:17:02,2000-01-01 00:17:11,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:17:11,2000-01-01 00:17:19,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:17:19,2000-01-01 00:18:03,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:18:03,2000-01-01 00:18:28,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:18:28,2000-01-01 00:18:40,Transport heavy fabric stack across factory floor,Material transport,factory_004,worker_002
2000-01-01 00:18:40,2000-01-01 00:18:48,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:18:48,2000-01-01 00:18:55,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:18:55,2000-01-01 00:19:16,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
2000-01-01 00:19:16,2000-01-01 00:19:26,Fold garment sleeves inward,Garment folding,factory_004,worker_002
2000-01-01 00:19:26,2000-01-01 00:19:40,Transport heavy fabric stack across factory floor,Material transport,factory_004,worker_002
2000-01-01 00:19:40,2000-01-01 00:19:59,Snip loose threads with small clippers,Thread trimming,factory_004,worker_002
