start_timestamp,end_timestamp,activity,process,factory,worker,source_file,case_id,start_seconds_from_video_start,end_seconds_from_video_start,duration_seconds
2000-01-01 00:00:00,2000-01-01 00:00:26,pack casting sand into mold frame,Sand mold creation,factory_006,worker_003,factory006_worker003_00000.csv,factory_006_worker_003,0,26,26
2000-01-01 00:03:34,2000-01-01 00:04:08,pack casting sand into mold frame,Sand mold creation,factory_006,worker_003,factory006_worker003_00000.csv,factory_006_worker_003,214,248,34
2000-01-01 00:05:03,2000-01-01 00:05:27,lift empty mold box onto pattern plate,Sand mold creation,factory_006,worker_003,factory006_worker003_00000.csv,factory_006_worker_003,303,327,24
2000-01-01 00:05:27,2000-01-01 00:05:43,shovel sand into mold box from floor pile,Sand mold creation,factory_006,worker_003,factory006_worker003_00000.csv,factory_006_worker_003,327,343,16
2000-01-01 00:05:43,2000-01-01 00:05:58,pack casting sand into mold frame,Sand mold creation,factory_006,worker_003,factory006_worker003_00000.csv,factory_006_worker_003,343,358,15
2000-01-01 00:05:58,2000-01-01 00:06:10,compress sand with automated machine press,Sand mold creation,factory_006,worker_003,factory006_worker003_00000.csv,factory_006_worker_003,358,370,12
2000-01-01 00:06:20,2000-01-01 00:06:48,shovel sand into mold box from floor pile,Sand mold creation,factory_006,worker_003,factory006_worker003_00000.csv,factory_006_worker_003,380,408,28
2000-01-01 00:06:48,2000-01-01 00:07:23,pack casting sand into mold frame,Sand mold creation,factory_006,worker_003,factory006_worker003_00000.csv,factory_006_worker_003,408,443,35
2000-01-01 00:07:23,2000-01-01 00:07:32,shovel sand into mold box from floor pile,Sand mold creation,factory_006,worker_003,factory006_worker003_00000.csv,factory_006_worker_003,443,452,9
2000-01-01 00:07:32,2000-01-01 00:07:44,compress sand with automated machine press,Sand mold creation,factory_006,worker_003,factory006_worker003_00000.csv,factory_006_worker_003,452,464,12
2000-01-01 00:07:58,2000-01-01 00:08:15,lift empty mold box onto pattern plate,Sand mold creation,factory_006,worker_003,factory006_worker003_00000.csv,factory_006_worker_003,478,495,17
2000-01-01 00:08:15,2000-01-01 00:08:55,shovel sand into mold box from floor pile,Sand mold creation,factory_006,worker_003,factory006_worker003_00000.csv,factory_006_worker_003,495,535,40
2000-01-01 00:08:55,2000-01-01 00:09:42,pack casting sand into mold frame,Sand mold creation,factory_006,worker_003,factory006_worker003_00000.csv,factory_006_worker_003,535,582,47
2000-01-01 00:09:59,2000-01-01 00:10:14,pack casting sand into mold frame,Sand mold creation,factory_006,worker_003,factory006_worker003_00000.csv,factory_006_worker_003,599,614,15
2000-01-01 00:10:14,2000-01-01 00:10:35,compress sand with automated machine press,Sand mold creation,factory_006,worker_003,factory006_worker003_00000.csv,factory_006_worker_003,614,635,21
2000-01-01 00:10:35,2000-01-01 00:11:00,stack molded assemblies into interlocking floor towers,Component staging and arrangement,factory_006,worker_003,factory006_worker003_00000.csv,factory_006_worker_003,635,660,25
2000-01-01 00:11:00,2000-01-01 00:11:15,blow debris from mold cavities with air gun,Pattern cleaning and coating,factory_006,worker_003,factory006_worker003_00000.csv,factory_006_worker_003,660,675,15
2000-01-01 00:11:15,2000-01-01 00:11:25,lift empty mold box onto pattern plate,Sand mold creation,factory_006,worker_003,factory006_worker003_00000.csv,factory_006_worker_003,675,685,10
2000-01-01 00:11:25,2000-01-01 00:11:58,pack casting sand into mold frame,Sand mold creation,factory_006,worker_003,factory006_worker003_00000.csv,factory_006_worker_003,685,718,33
2000-01-01 00:11:58,2000-01-01 00:12:13,scrape hardened sand from pressing plate,Machine cleaning and maintenance,factory_006,worker_003,factory006_worker003_00000.csv,factory_006_worker_003,718,733,15
2000-01-01 00:12:13,2000-01-01 00:12:40,pack casting sand into mold frame,Sand mold creation,factory_006,worker_003,factory006_worker003_00000.csv,factory_006_worker_003,733,760,27
2000-01-01 00:13:00,2000-01-01 00:13:16,blow debris from mold cavities with air gun,Pattern cleaning and coating,factory_006,worker_003,factory006_worker003_00000.csv,factory_006_worker_003,780,796,16
2000-01-01 00:13:16,2000-01-01 00:13:30,pack casting sand into mold frame,Sand mold creation,factory_006,worker_003,factory006_worker003_00000.csv,factory_006_worker_003,796,810,14
2000-01-01 00:13:30,2000-01-01 00:13:58,scrape hardened sand from pressing plate,Machine cleaning and maintenance,factory_006,worker_003,factory006_worker003_00000.csv,factory_006_worker_003,810,838,28
2000-01-01 00:13:58,2000-01-01 00:14:15,pack casting sand into mold frame,Sand mold creation,factory_006,worker_003,factory006_worker003_00000.csv,factory_006_worker_003,838,855,17
2000-01-01 00:14:15,2000-01-01 00:14:50,compress sand with automated machine press,Sand mold creation,factory_006,worker_003,factory006_worker003_00000.csv,factory_006_worker_003,855,890,35
2000-01-01 00:14:50,2000-01-01 00:15:02,stack molded assemblies into interlocking floor towers,Component staging and arrangement,factory_006,worker_003,factory006_worker003_00000.csv,factory_006_worker_003,890,902,12
2000-01-01 00:15:02,2000-01-01 00:15:43,scrape hardened sand from pressing plate,Machine cleaning and maintenance,factory_006,worker_003,factory006_worker003_00000.csv,factory_006_worker_003,902,943,41
