start_timestamp,end_timestamp,activity,process,factory,worker,source_file,case_id,start_seconds_from_video_start,end_seconds_from_video_start,duration_seconds
2000-01-01 00:00:00,2000-01-01 00:00:07,place small inserts into sand pattern,Core and insert placement,factory_006,worker_001,factory006_worker001_00000.csv,factory_006_worker_001,0,7,7
2000-01-01 00:00:16,2000-01-01 00:00:41,place small inserts into sand pattern,Core and insert placement,factory_006,worker_001,factory006_worker001_00000.csv,factory_006_worker_001,16,41,25
2000-01-01 00:00:41,2000-01-01 00:00:52,adjust machine bolt with wrench,Machine cleaning and maintenance,factory_006,worker_001,factory006_worker001_00000.csv,factory_006_worker_001,41,52,11
2000-01-01 00:00:52,2000-01-01 00:00:58,place small inserts into sand pattern,Core and insert placement,factory_006,worker_001,factory006_worker001_00000.csv,factory_006_worker_001,52,58,6
2000-01-01 00:01:05,2000-01-01 00:01:17,shovel sand into mold box from floor pile,Sand mold creation,factory_006,worker_001,factory006_worker001_00000.csv,factory_006_worker_001,65,77,12
2000-01-01 00:01:21,2000-01-01 00:01:33,pack casting sand into mold frame,Sand mold creation,factory_006,worker_001,factory006_worker001_00000.csv,factory_006_worker_001,81,93,12
2000-01-01 00:01:33,2000-01-01 00:01:38,compress sand with automated machine press,Sand mold creation,factory_006,worker_001,factory006_worker001_00000.csv,factory_006_worker_001,93,98,5
2000-01-01 00:01:38,2000-01-01 00:02:41,adjust machine bolt with wrench,Machine cleaning and maintenance,factory_006,worker_001,factory006_worker001_00000.csv,factory_006_worker_001,98,161,63
2000-01-01 00:02:59,2000-01-01 00:03:06,compress sand with automated machine press,Sand mold creation,factory_006,worker_001,factory006_worker001_00000.csv,factory_006_worker_001,179,186,7
2000-01-01 00:03:06,2000-01-01 00:03:19,guide upper mold half onto lower mold half,Mold assembly and closing,factory_006,worker_001,factory006_worker001_00000.csv,factory_006_worker_001,186,199,13
2000-01-01 00:03:19,2000-01-01 00:03:43,blow debris from mold cavities with air gun,Pattern cleaning and coating,factory_006,worker_001,factory006_worker001_00000.csv,factory_006_worker_001,199,223,24
2000-01-01 00:03:43,2000-01-01 00:05:00,pack casting sand into mold frame,Sand mold creation,factory_006,worker_001,factory006_worker001_00000.csv,factory_006_worker_001,223,300,77
2000-01-01 00:05:00,2000-01-01 00:05:13,compress sand with automated machine press,Sand mold creation,factory_006,worker_001,factory006_worker001_00000.csv,factory_006_worker_001,300,313,13
2000-01-01 00:05:13,2000-01-01 00:05:18,scrape excess sand with strike-off bar,Sand mold creation,factory_006,worker_001,factory006_worker001_00000.csv,factory_006_worker_001,313,318,5
