start_timestamp,end_timestamp,activity,process,factory,worker
2000-01-01 00:00:00,2000-01-01 00:01:04,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_009
2000-01-01 00:01:04,2000-01-01 00:01:15,drag unassembled metal parts closer to fixture,Material replenishment,factory_001,worker_009
2000-01-01 00:01:15,2000-01-01 00:01:46,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_009
2000-01-01 00:01:46,2000-01-01 00:02:02,drag unassembled metal parts closer to fixture,Material replenishment,factory_001,worker_009
2000-01-01 00:02:02,2000-01-01 00:03:26,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_009
2000-01-01 00:03:54,2000-01-01 00:04:22,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_009
2000-01-01 00:04:22,2000-01-01 00:04:35,check finished part with metallic measuring tool,Manual mechanical assembly,factory_001,worker_009
2000-01-01 00:04:35,2000-01-01 00:05:15,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_009
2000-01-01 00:05:40,2000-01-01 00:06:13,open clear plastic bag of fasteners,Material replenishment,factory_001,worker_009
2000-01-01 00:06:13,2000-01-01 00:06:31,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_009
2000-01-01 00:06:31,2000-01-01 00:06:55,pour large bag of small components into desktop bin,Material replenishment,factory_001,worker_009
2000-01-01 00:06:55,2000-01-01 00:07:10,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_009
2000-01-01 00:07:32,2000-01-01 00:08:50,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_009
2000-01-01 00:09:03,2000-01-01 00:10:04,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_009
2000-01-01 00:10:16,2000-01-01 00:10:29,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_009
2000-01-01 00:10:49,2000-01-01 00:11:01,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_009
2000-01-01 00:11:13,2000-01-01 00:11:46,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_009
2000-01-01 00:12:22,2000-01-01 00:12:33,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_009
2000-01-01 00:12:44,2000-01-01 00:13:09,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_009
2000-01-01 00:13:35,2000-01-01 00:13:57,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_009
2000-01-01 00:14:09,2000-01-01 00:14:19,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_009
2000-01-01 00:14:34,2000-01-01 00:14:45,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_009
2000-01-01 00:14:55,2000-01-01 00:15:14,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_009
2000-01-01 00:15:40,2000-01-01 00:15:50,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_009
2000-01-01 00:16:00,2000-01-01 00:16:07,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_009
2000-01-01 00:16:22,2000-01-01 00:16:33,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_009
2000-01-01 00:16:49,2000-01-01 00:16:59,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_009
2000-01-01 00:17:09,2000-01-01 00:17:20,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_009
2000-01-01 00:17:31,2000-01-01 00:17:42,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_009
2000-01-01 00:17:55,2000-01-01 00:18:09,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_009
2000-01-01 00:18:22,2000-01-01 00:18:32,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_009
2000-01-01 00:18:45,2000-01-01 00:18:59,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_009
2000-01-01 00:19:07,2000-01-01 00:19:17,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_009
2000-01-01 00:19:26,2000-01-01 00:19:37,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_009
2000-01-01 00:19:42,2000-01-01 00:19:54,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_009
