start_timestamp,end_timestamp,activity,process,factory,worker
2000-01-01 00:00:00,2000-01-01 00:01:34,drive fastener into metal parts,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:01:34,2000-01-01 00:01:43,drag unassembled metal parts closer to fixture,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:01:43,2000-01-01 00:03:28,drive fastener into metal parts,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:03:33,2000-01-01 00:05:49,drive fastener into metal parts,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:05:54,2000-01-01 00:07:07,drive fastener into metal parts,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:07:07,2000-01-01 00:08:02,carry finished batch to consolidation point,Finished goods transport,factory_001,worker_004
2000-01-01 00:08:14,2000-01-01 00:08:26,carry finished batch to consolidation point,Finished goods transport,factory_001,worker_004
2000-01-01 00:08:26,2000-01-01 00:08:41,dump finished pieces into bulk container,Finished goods transport,factory_001,worker_004
2000-01-01 00:08:48,2000-01-01 00:09:07,drive fastener into metal parts,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:09:07,2000-01-01 00:09:45,carry finished batch to consolidation point,Finished goods transport,factory_001,worker_004
2000-01-01 00:09:45,2000-01-01 00:12:25,drive fastener into metal parts,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:12:25,2000-01-01 00:12:35,drag unassembled metal parts closer to fixture,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:12:35,2000-01-01 00:14:08,drive fastener into metal parts,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:14:08,2000-01-01 00:14:14,drag unassembled metal parts closer to fixture,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:14:14,2000-01-01 00:15:30,drive fastener into metal parts,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:15:30,2000-01-01 00:15:35,drag unassembled metal parts closer to fixture,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:15:35,2000-01-01 00:16:00,drive fastener into metal parts,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:16:06,2000-01-01 00:16:21,drag unassembled metal parts closer to fixture,Material replenishment,factory_001,worker_004
2000-01-01 00:16:21,2000-01-01 00:18:03,drive fastener into metal parts,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:18:03,2000-01-01 00:18:08,drag unassembled metal parts closer to fixture,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:18:08,2000-01-01 00:20:00,drive fastener into metal parts,Manual mechanical assembly,factory_001,worker_004
