start_timestamp,end_timestamp,activity,process,factory,worker
2000-01-01 00:00:00,2000-01-01 00:00:58,drive fastener into metal parts,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:01:03,2000-01-01 00:01:21,drive fastener into metal parts,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:01:28,2000-01-01 00:01:58,drive fastener into metal parts,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:02:02,2000-01-01 00:02:26,drive fastener into metal parts,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:02:29,2000-01-01 00:03:02,drive fastener into metal parts,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:03:05,2000-01-01 00:03:48,drive fastener into metal parts,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:04:02,2000-01-01 00:04:12,drive fastener into metal parts,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:04:14,2000-01-01 00:05:04,drive fastener into metal parts,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:05:13,2000-01-01 00:05:43,drive fastener into metal parts,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:05:54,2000-01-01 00:06:28,drive fastener into metal parts,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:06:33,2000-01-01 00:07:43,drive fastener into metal parts,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:07:47,2000-01-01 00:08:09,drive fastener into metal parts,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:08:12,2000-01-01 00:08:17,drive fastener into metal parts,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:08:22,2000-01-01 00:08:43,drive fastener into metal parts,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:08:47,2000-01-01 00:08:55,drive fastener into metal parts,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:09:00,2000-01-01 00:09:17,drive fastener into metal parts,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:09:23,2000-01-01 00:18:08,drive fastener into metal parts,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:18:08,2000-01-01 00:18:10,receive part from adjacent coworker,Material replenishment,factory_001,worker_004
2000-01-01 00:18:10,2000-01-01 00:18:25,drive fastener into metal parts,Manual mechanical assembly,factory_001,worker_004
2000-01-01 00:18:25,2000-01-01 00:20:00,drive fastener into metal parts,Manual mechanical assembly,factory_001,worker_004
