start_timestamp,end_timestamp,activity,process,factory,worker
2000-01-01 00:00:00,2000-01-01 00:02:51,scrape component surface with metal tool,Wax pattern assembly,factory_003,worker_007
2000-01-01 00:03:08,2000-01-01 00:08:36,scrape component surface with metal tool,Wax pattern assembly,factory_003,worker_007
2000-01-01 00:08:44,2000-01-01 00:09:16,apply paste with brush,Wax pattern assembly,factory_003,worker_007
2000-01-01 00:09:16,2000-01-01 00:09:40,transport loaded tray to storage rack,Wax pattern assembly,factory_003,worker_007
2000-01-01 00:09:40,2000-01-01 00:11:04,scrape component surface with metal tool,Wax pattern assembly,factory_003,worker_007
2000-01-01 00:11:04,2000-01-01 00:11:24,apply paste with brush,Wax pattern assembly,factory_003,worker_007
2000-01-01 00:11:24,2000-01-01 00:12:06,scrape component surface with metal tool,Wax pattern assembly,factory_003,worker_007
2000-01-01 00:12:06,2000-01-01 00:12:15,apply paste with brush,Wax pattern assembly,factory_003,worker_007
2000-01-01 00:12:15,2000-01-01 00:12:47,scrape component surface with metal tool,Wax pattern assembly,factory_003,worker_007
2000-01-01 00:12:47,2000-01-01 00:12:54,apply paste with brush,Wax pattern assembly,factory_003,worker_007
2000-01-01 00:12:54,2000-01-01 00:13:26,scrape component surface with metal tool,Wax pattern assembly,factory_003,worker_007
2000-01-01 00:13:30,2000-01-01 00:13:53,apply paste with brush,Wax pattern assembly,factory_003,worker_007
2000-01-01 00:13:53,2000-01-01 00:15:58,scrape component surface with metal tool,Wax pattern assembly,factory_003,worker_007
2000-01-01 00:15:58,2000-01-01 00:16:26,apply paste with brush,Wax pattern assembly,factory_003,worker_007
2000-01-01 00:16:26,2000-01-01 00:16:56,scrape component surface with metal tool,Wax pattern assembly,factory_003,worker_007
2000-01-01 00:16:56,2000-01-01 00:17:01,apply paste with brush,Wax pattern assembly,factory_003,worker_007
2000-01-01 00:17:01,2000-01-01 00:17:14,scrape component surface with metal tool,Wax pattern assembly,factory_003,worker_007
2000-01-01 00:17:34,2000-01-01 00:18:24,transport loaded tray to storage rack,Wax pattern assembly,factory_003,worker_007
2000-01-01 00:18:24,2000-01-01 00:19:04,scrape component surface with metal tool,Wax pattern assembly,factory_003,worker_007
2000-01-01 00:19:04,2000-01-01 00:19:25,apply paste with brush,Wax pattern assembly,factory_003,worker_007
2000-01-01 00:19:25,2000-01-01 00:19:46,transport loaded tray to storage rack,Wax pattern assembly,factory_003,worker_007
2000-01-01 00:19:46,2000-01-01 00:20:00,scrape component surface with metal tool,Wax pattern assembly,factory_003,worker_007
