start_timestamp,end_timestamp,activity,process,factory,worker,source_file,case_id,start_seconds_from_video_start,end_seconds_from_video_start,duration_seconds
2000-01-01 00:00:00,2000-01-01 00:00:15,pour large bag of small components into desktop bin,Material replenishment,factory_001,worker_008,factory001_worker008_00000.csv,factory_001_worker_008,0,15,15
2000-01-01 00:00:15,2000-01-01 00:00:23,sift unformed parts in bulk bin,Material replenishment,factory_001,worker_008,factory001_worker008_00000.csv,factory_001_worker_008,15,23,8
2000-01-01 00:00:23,2000-01-01 00:01:21,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_008,factory001_worker008_00000.csv,factory_001_worker_008,23,81,58
2000-01-01 00:01:21,2000-01-01 00:01:31,pour large bag of small components into desktop bin,Material replenishment,factory_001,worker_008,factory001_worker008_00000.csv,factory_001_worker_008,81,91,10
2000-01-01 00:01:31,2000-01-01 00:02:51,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_008,factory001_worker008_00000.csv,factory_001_worker_008,91,171,80
2000-01-01 00:02:51,2000-01-01 00:03:00,toss defective bare bracket aside,Manual mechanical assembly,factory_001,worker_008,factory001_worker008_00000.csv,factory_001_worker_008,171,180,9
2000-01-01 00:03:00,2000-01-01 00:04:26,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_008,factory001_worker008_00000.csv,factory_001_worker_008,180,266,86
2000-01-01 00:04:26,2000-01-01 00:04:32,drag unassembled metal parts closer to fixture,Material replenishment,factory_001,worker_008,factory001_worker008_00000.csv,factory_001_worker_008,266,272,6
2000-01-01 00:04:32,2000-01-01 00:05:43,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_008,factory001_worker008_00000.csv,factory_001_worker_008,272,343,71
2000-01-01 00:05:43,2000-01-01 00:05:51,sift unformed parts in bulk bin,Material replenishment,factory_001,worker_008,factory001_worker008_00000.csv,factory_001_worker_008,343,351,8
2000-01-01 00:05:51,2000-01-01 00:07:22,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_008,factory001_worker008_00000.csv,factory_001_worker_008,351,442,91
2000-01-01 00:07:22,2000-01-01 00:07:38,adjust plastic collection bag,Component bagging,factory_001,worker_008,factory001_worker008_00000.csv,factory_001_worker_008,442,458,16
2000-01-01 00:07:38,2000-01-01 00:08:48,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_008,factory001_worker008_00000.csv,factory_001_worker_008,458,528,70
2000-01-01 00:08:48,2000-01-01 00:08:55,drag small parts to front of bin,Material replenishment,factory_001,worker_008,factory001_worker008_00000.csv,factory_001_worker_008,528,535,7
2000-01-01 00:08:55,2000-01-01 00:10:32,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_008,factory001_worker008_00000.csv,factory_001_worker_008,535,632,97
2000-01-01 00:10:39,2000-01-01 00:12:17,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_008,factory001_worker008_00000.csv,factory_001_worker_008,639,737,98
2000-01-01 00:12:17,2000-01-01 00:12:25,drag unassembled metal parts closer to fixture,Material replenishment,factory_001,worker_008,factory001_worker008_00000.csv,factory_001_worker_008,737,745,8
2000-01-01 00:12:25,2000-01-01 00:13:12,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_008,factory001_worker008_00000.csv,factory_001_worker_008,745,792,47
2000-01-01 00:13:12,2000-01-01 00:13:21,adjust plastic collection bag,Component bagging,factory_001,worker_008,factory001_worker008_00000.csv,factory_001_worker_008,792,801,9
2000-01-01 00:13:21,2000-01-01 00:14:42,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_008,factory001_worker008_00000.csv,factory_001_worker_008,801,882,81
2000-01-01 00:14:48,2000-01-01 00:16:42,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_008,factory001_worker008_00000.csv,factory_001_worker_008,888,1002,114
2000-01-01 00:16:51,2000-01-01 00:18:38,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_008,factory001_worker008_00000.csv,factory_001_worker_008,1011,1118,107
2000-01-01 00:18:38,2000-01-01 00:18:49,pour large bag of small components into desktop bin,Material replenishment,factory_001,worker_008,factory001_worker008_00000.csv,factory_001_worker_008,1118,1129,11
2000-01-01 00:18:49,2000-01-01 00:20:01,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_008,factory001_worker008_00000.csv,factory_001_worker_008,1129,1201,72
2000-01-01 00:20:01,2000-01-01 00:21:04,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_008,factory001_worker008_00001.csv,factory_001_worker_008,0,63,63
2000-01-01 00:21:04,2000-01-01 00:22:00,pour large bag of small components into desktop bin,Material replenishment,factory_001,worker_008,factory001_worker008_00001.csv,factory_001_worker_008,63,119,56
2000-01-01 00:22:00,2000-01-01 00:23:20,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_008,factory001_worker008_00001.csv,factory_001_worker_008,119,199,80
2000-01-01 00:23:20,2000-01-01 00:24:48,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_008,factory001_worker008_00001.csv,factory_001_worker_008,199,287,88
2000-01-01 00:25:04,2000-01-01 00:25:48,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_008,factory001_worker008_00001.csv,factory_001_worker_008,303,347,44
2000-01-01 00:25:52,2000-01-01 00:26:23,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_008,factory001_worker008_00001.csv,factory_001_worker_008,351,382,31
2000-01-01 00:26:26,2000-01-01 00:28:17,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_008,factory001_worker008_00001.csv,factory_001_worker_008,385,496,111
2000-01-01 00:28:19,2000-01-01 00:28:45,press small spring and metal pin into bracket,Manual mechanical assembly,factory_001,worker_008,factory001_worker008_00001.csv,factory_001_worker_008,498,524,26
