start_timestamp,end_timestamp,activity,process,factory,worker,source_file,case_id,start_seconds_from_video_start,end_seconds_from_video_start,duration_seconds
2000-01-01 00:00:03,2000-01-01 00:01:08,load raw metal blank into die,Metal stamping,factory_001,worker_001,factory001_worker001_00000.csv,factory_001_worker_001,3,68,65
2000-01-01 00:01:08,2000-01-01 00:01:10,actuate machine press,Metal stamping,factory_001,worker_001,factory001_worker001_00000.csv,factory_001_worker_001,68,70,2
2000-01-01 00:01:10,2000-01-01 00:03:26,load raw metal blank into die,Metal stamping,factory_001,worker_001,factory001_worker001_00000.csv,factory_001_worker_001,70,206,136
2000-01-01 00:03:38,2000-01-01 00:03:41,retrieve base and clip components from bins,Material replenishment,factory_001,worker_001,factory001_worker001_00000.csv,factory_001_worker_001,218,221,3
2000-01-01 00:04:08,2000-01-01 00:04:14,pour raw parts onto feed tray,Material replenishment,factory_001,worker_001,factory001_worker001_00000.csv,factory_001_worker_001,248,254,6
2000-01-01 00:04:14,2000-01-01 00:06:58,load raw metal blank into die,Metal stamping,factory_001,worker_001,factory001_worker001_00000.csv,factory_001_worker_001,254,418,164
2000-01-01 00:06:58,2000-01-01 00:07:07,hand part to coworker for inspection,Metal stamping,factory_001,worker_001,factory001_worker001_00000.csv,factory_001_worker_001,418,427,9
2000-01-01 00:07:07,2000-01-01 00:09:11,load raw metal blank into die,Metal stamping,factory_001,worker_001,factory001_worker001_00001.csv,factory_001_worker_001,0,124,124
2000-01-01 00:09:53,2000-01-01 00:09:58,pour raw parts onto feed tray,Material replenishment,factory_001,worker_001,factory001_worker001_00001.csv,factory_001_worker_001,166,171,5
2000-01-01 00:09:58,2000-01-01 00:23:18,load raw metal blank into die,Metal stamping,factory_001,worker_001,factory001_worker001_00001.csv,factory_001_worker_001,171,971,800
2000-01-01 00:23:42,2000-01-01 00:24:02,pour raw parts onto feed tray,Material replenishment,factory_001,worker_001,factory001_worker001_00001.csv,factory_001_worker_001,995,1015,20
2000-01-01 00:24:02,2000-01-01 00:27:07,load raw metal blank into die,Metal stamping,factory_001,worker_001,factory001_worker001_00001.csv,factory_001_worker_001,1015,1200,185
