start_timestamp,end_timestamp,activity,process,factory,worker,source_file,case_id,start_seconds_from_video_start,end_seconds_from_video_start,duration_seconds
2000-01-01 00:00:00,2000-01-01 00:03:41,rivet pin with suspended pneumatic tool,Manual mechanical assembly,factory_001,worker_010,factory001_worker010_00000.csv,factory_001_worker_010,0,221,221
2000-01-01 00:03:41,2000-01-01 00:07:18,push pins through aligned holes to create loose batch,Manual mechanical assembly,factory_001,worker_010,factory001_worker010_00000.csv,factory_001_worker_010,221,438,217
2000-01-01 00:07:18,2000-01-01 00:09:41,apply drop of liquid adhesive to joints,Manual mechanical assembly,factory_001,worker_010,factory001_worker010_00000.csv,factory_001_worker_010,438,581,143
2000-01-01 00:09:41,2000-01-01 00:10:17,manually join metal components,Manual mechanical assembly,factory_001,worker_010,factory001_worker010_00000.csv,factory_001_worker_010,581,617,36
2000-01-01 00:10:17,2000-01-01 00:12:00,tighten set screw with hand tool,Manual mechanical assembly,factory_001,worker_010,factory001_worker010_00000.csv,factory_001_worker_010,617,720,103
2000-01-01 00:12:00,2000-01-01 00:15:53,rivet pin with suspended pneumatic tool,Manual mechanical assembly,factory_001,worker_010,factory001_worker010_00000.csv,factory_001_worker_010,720,953,233
2000-01-01 00:12:00,2000-01-01 00:15:53,tighten set screw with hand tool,Manual mechanical assembly,factory_001,worker_010,factory001_worker010_00000.csv,factory_001_worker_010,720,953,233
2000-01-01 00:15:53,2000-01-01 00:16:03,toss completed sub-assembly into side bin,Manual mechanical assembly,factory_001,worker_010,factory001_worker010_00000.csv,factory_001_worker_010,953,963,10
2000-01-01 00:16:03,2000-01-01 00:17:48,push pins through aligned holes to create loose batch,Manual mechanical assembly,factory_001,worker_010,factory001_worker010_00000.csv,factory_001_worker_010,963,1068,105
2000-01-01 00:17:48,2000-01-01 00:18:45,apply drop of liquid adhesive to joints,Manual mechanical assembly,factory_001,worker_010,factory001_worker010_00000.csv,factory_001_worker_010,1068,1125,57
2000-01-01 00:18:45,2000-01-01 00:19:30,manually join metal components,Manual mechanical assembly,factory_001,worker_010,factory001_worker010_00000.csv,factory_001_worker_010,1125,1170,45
2000-01-01 00:19:30,2000-01-01 00:20:00,tighten set screw with hand tool,Manual mechanical assembly,factory_001,worker_010,factory001_worker010_00000.csv,factory_001_worker_010,1170,1200,30
2000-01-01 00:20:00,2000-01-01 00:20:08,tighten bracket with Allen key,Manual mechanical assembly,factory_001,worker_010,factory001_worker010_00001.csv,factory_001_worker_010,0,8,8
2000-01-01 00:20:08,2000-01-01 00:20:15,manually join metal components,Manual mechanical assembly,factory_001,worker_010,factory001_worker010_00001.csv,factory_001_worker_010,8,15,7
2000-01-01 00:20:15,2000-01-01 00:20:44,tighten bracket with Allen key,Manual mechanical assembly,factory_001,worker_010,factory001_worker010_00001.csv,factory_001_worker_010,15,44,29
2000-01-01 00:20:44,2000-01-01 00:21:00,tighten set screw with hand tool,Manual mechanical assembly,factory_001,worker_010,factory001_worker010_00001.csv,factory_001_worker_010,44,60,16
2000-01-01 01:21:00,2000-01-01 01:21:21,tighten set screw with hand tool,Manual mechanical assembly,factory_001,worker_010,factory001_worker010_00001.csv,factory_001_worker_010,3660,3681,21
2000-01-01 01:21:21,2000-01-01 01:21:35,manually join metal components,Manual mechanical assembly,factory_001,worker_010,factory001_worker010_00001.csv,factory_001_worker_010,3681,3695,14
2000-01-01 01:21:35,2000-01-01 01:21:46,drag unassembled metal parts closer to fixture,Manual mechanical assembly,factory_001,worker_010,factory001_worker010_00001.csv,factory_001_worker_010,3695,3706,11
2000-01-01 01:21:46,2000-01-01 01:22:00,thread small screw into metal channel,Manual mechanical assembly,factory_001,worker_010,factory001_worker010_00001.csv,factory_001_worker_010,3706,3720,14
2000-01-01 01:22:00,2000-01-01 01:22:20,slide thin metal rod into channel,Manual mechanical assembly,factory_001,worker_010,factory001_worker010_00001.csv,factory_001_worker_010,3720,3740,20
2000-01-01 01:22:20,2000-01-01 01:22:32,drive screw into metal channel with power drill,Manual mechanical assembly,factory_001,worker_010,factory001_worker010_00001.csv,factory_001_worker_010,3740,3752,12
