start_timestamp,end_timestamp,activity,process,factory,worker
2000-01-01 00:00:00,2000-01-01 00:00:30,snap plastic part off runner by hand,Injection molding,factory_003,worker_009
2000-01-01 00:00:30,2000-01-01 00:00:54,file component edges,Surface finishing and polishing,factory_003,worker_009
2000-01-01 00:00:54,2000-01-01 00:01:21,snap plastic part off runner by hand,Injection molding,factory_003,worker_009
2000-01-01 00:01:21,2000-01-01 00:01:26,blow debris with compressed air gun,Mold preparation and cleaning,factory_003,worker_009
2000-01-01 00:01:26,2000-01-01 00:01:34,snap plastic part off runner by hand,Injection molding,factory_003,worker_009
2000-01-01 00:01:34,2000-01-01 00:01:44,file component edges,Surface finishing and polishing,factory_003,worker_009
2000-01-01 00:01:44,2000-01-01 00:02:18,snap plastic part off runner by hand,Injection molding,factory_003,worker_009
2000-01-01 00:02:30,2000-01-01 00:02:40,inspect wall-mounted electrical cabinet,Injection molding,factory_003,worker_009
2000-01-01 00:02:50,2000-01-01 00:03:06,snap plastic part off runner by hand,Injection molding,factory_003,worker_009
2000-01-01 00:03:10,2000-01-01 00:03:16,blow debris with compressed air gun,Mold preparation and cleaning,factory_003,worker_009
2000-01-01 00:03:16,2000-01-01 00:03:26,snap plastic part off runner by hand,Injection molding,factory_003,worker_009
2000-01-01 00:03:41,2000-01-01 00:04:18,snap plastic part off runner by hand,Injection molding,factory_003,worker_009
2000-01-01 00:04:30,2000-01-01 00:04:57,snap plastic part off runner by hand,Injection molding,factory_003,worker_009
2000-01-01 00:05:03,2000-01-01 00:07:46,pick debris from mold cavity,Mold preparation and cleaning,factory_003,worker_009
2000-01-01 00:07:46,2000-01-01 00:08:31,snap plastic part off runner by hand,Injection molding,factory_003,worker_009
2000-01-01 00:08:42,2000-01-01 00:10:19,snap plastic part off runner by hand,Injection molding,factory_003,worker_009
2000-01-01 00:10:23,2000-01-01 00:10:37,file component edges,Surface finishing and polishing,factory_003,worker_009
2000-01-01 00:10:37,2000-01-01 00:10:43,handoff finished part to secondary worker,Injection molding,factory_003,worker_009
2000-01-01 00:10:43,2000-01-01 00:11:21,snap plastic part off runner by hand,Injection molding,factory_003,worker_009
2000-01-01 00:11:36,2000-01-01 00:11:42,adjust secondary machine control panel,Injection molding,factory_003,worker_009
2000-01-01 00:11:42,2000-01-01 00:11:49,transport loaded tray to storage rack,Injection molding,factory_003,worker_009
2000-01-01 00:11:49,2000-01-01 00:12:20,snap plastic part off runner by hand,Injection molding,factory_003,worker_009
2000-01-01 00:12:35,2000-01-01 00:13:02,snap plastic part off runner by hand,Injection molding,factory_003,worker_009
2000-01-01 00:13:02,2000-01-01 00:13:06,blow debris with compressed air gun,Mold preparation and cleaning,factory_003,worker_009
2000-01-01 00:13:06,2000-01-01 00:13:42,snap plastic part off runner by hand,Injection molding,factory_003,worker_009
2000-01-01 00:13:42,2000-01-01 00:14:14,file component edges,Surface finishing and polishing,factory_003,worker_009
2000-01-01 00:14:14,2000-01-01 00:14:31,adjust secondary machine control panel,Injection molding,factory_003,worker_009
2000-01-01 00:14:31,2000-01-01 00:15:06,snap plastic part off runner by hand,Injection molding,factory_003,worker_009
2000-01-01 00:15:06,2000-01-01 00:16:05,snap plastic part off runner by hand,Injection molding,factory_003,worker_009
2000-01-01 00:16:11,2000-01-01 00:17:15,snap plastic part off runner by hand,Injection molding,factory_003,worker_009
2000-01-01 00:17:15,2000-01-01 00:17:19,adjust secondary machine control panel,Injection molding,factory_003,worker_009
2000-01-01 00:18:09,2000-01-01 00:18:41,snap plastic part off runner by hand,Injection molding,factory_003,worker_009
2000-01-01 00:18:47,2000-01-01 00:19:33,snap plastic part off runner by hand,Injection molding,factory_003,worker_009
2000-01-01 00:19:37,2000-01-01 00:20:01,snap plastic part off runner by hand,Injection molding,factory_003,worker_009
