start_timestamp,end_timestamp,activity,process,factory,worker
2000-01-01 00:00:00,2000-01-01 00:05:00,mate components over central jig,Manual mechanical assembly,factory_001,worker_003
2000-01-01 00:05:15,2000-01-01 00:05:32,hand off part to adjacent coworker,Manual mechanical assembly,factory_001,worker_003
2000-01-01 00:05:32,2000-01-01 00:06:46,mate components over central jig,Manual mechanical assembly,factory_001,worker_003
2000-01-01 00:06:46,2000-01-01 00:06:54,sprinkle loose parts over pre-punched holes,Manual mechanical assembly,factory_001,worker_003
2000-01-01 00:06:54,2000-01-01 00:07:15,mate components over central jig,Manual mechanical assembly,factory_001,worker_003
2000-01-01 00:07:15,2000-01-01 00:07:41,hand off part to adjacent coworker,Manual mechanical assembly,factory_001,worker_003
2000-01-01 00:07:41,2000-01-01 00:08:26,mate components over central jig,Manual mechanical assembly,factory_001,worker_003
2000-01-01 00:08:26,2000-01-01 00:08:40,sprinkle loose parts over pre-punched holes,Manual mechanical assembly,factory_001,worker_003
2000-01-01 00:08:40,2000-01-01 00:10:10,mate components over central jig,Manual mechanical assembly,factory_001,worker_003
2000-01-01 00:10:10,2000-01-01 00:10:16,drag unassembled metal parts closer to fixture,Material replenishment,factory_001,worker_003
2000-01-01 00:10:16,2000-01-01 00:11:10,mate components over central jig,Manual mechanical assembly,factory_001,worker_003
2000-01-01 00:11:10,2000-01-01 00:11:23,sprinkle loose parts over pre-punched holes,Manual mechanical assembly,factory_001,worker_003
2000-01-01 00:11:23,2000-01-01 00:12:22,mate components over central jig,Manual mechanical assembly,factory_001,worker_003
2000-01-01 00:12:22,2000-01-01 00:12:27,drag unassembled metal parts closer to fixture,Material replenishment,factory_001,worker_003
2000-01-01 00:12:27,2000-01-01 00:14:10,mate components over central jig,Manual mechanical assembly,factory_001,worker_003
2000-01-01 00:14:10,2000-01-01 00:14:14,sprinkle loose parts over pre-punched holes,Manual mechanical assembly,factory_001,worker_003
2000-01-01 00:14:14,2000-01-01 00:15:47,mate components over central jig,Manual mechanical assembly,factory_001,worker_003
2000-01-01 00:15:47,2000-01-01 00:16:40,sprinkle loose parts over pre-punched holes,Manual mechanical assembly,factory_001,worker_003
2000-01-01 00:17:50,2000-01-01 00:18:22,unfold cardboard box,Component kitting,factory_001,worker_003
2000-01-01 00:19:01,2000-01-01 00:19:46,scoop raw parts into bin,Material replenishment,factory_001,worker_003
