start_timestamp,end_timestamp,activity,process,factory,worker
2000-01-01 00:00:00,2000-01-01 00:00:27,drop loose parts into plastic bag,Component bagging,factory_001,worker_002
2000-01-01 00:00:27,2000-01-01 00:00:54,seal plastic bag with manual stapler,Component bagging,factory_001,worker_002
2000-01-01 00:00:54,2000-01-01 00:01:21,stack sealed bag on workbench,Component bagging,factory_001,worker_002
2000-01-01 00:01:21,2000-01-01 00:01:34,carry finished batch to consolidation point,Finished goods transport,factory_001,worker_002
2000-01-01 00:01:34,2000-01-01 00:01:45,drop sealed bags into bulk container,Component bagging,factory_001,worker_002
2000-01-01 00:01:45,2000-01-01 00:02:08,fold large bag closed,Component bagging,factory_001,worker_002
2000-01-01 00:02:08,2000-01-01 00:02:22,push heavy metal cart across floor,Finished goods transport,factory_001,worker_002
2000-01-01 00:02:22,2000-01-01 00:02:46,line bulk container with plastic,Material replenishment,factory_001,worker_002
2000-01-01 00:02:46,2000-01-01 00:03:50,drop loose parts into plastic bag,Component bagging,factory_001,worker_002
2000-01-01 00:03:50,2000-01-01 00:04:54,seal plastic bag with manual stapler,Component bagging,factory_001,worker_002
2000-01-01 00:04:54,2000-01-01 00:05:58,stack sealed bag on workbench,Component bagging,factory_001,worker_002
2000-01-01 00:05:58,2000-01-01 00:06:06,carry finished batch to consolidation point,Finished goods transport,factory_001,worker_002
2000-01-01 00:06:06,2000-01-01 00:06:14,drop sealed bags into bulk container,Component bagging,factory_001,worker_002
2000-01-01 00:06:14,2000-01-01 00:10:49,drop loose parts into plastic bag,Component bagging,factory_001,worker_002
2000-01-01 00:10:49,2000-01-01 00:15:24,seal plastic bag with manual stapler,Component bagging,factory_001,worker_002
2000-01-01 00:15:24,2000-01-01 00:19:59,stack sealed bag on workbench,Component bagging,factory_001,worker_002
