start_timestamp,end_timestamp,activity,process,factory,worker
2000-01-01 00:00:00,2000-01-01 00:00:26,actuate machine press,Metal stamping,factory_001,worker_001
2000-01-01 00:00:26,2000-01-01 00:00:43,carry finished batch to consolidation point,Finished goods transport,factory_001,worker_001
2000-01-01 00:00:43,2000-01-01 00:00:54,dump finished pieces into bulk container,Finished goods transport,factory_001,worker_001
2000-01-01 00:01:00,2000-01-01 00:01:14,drag unassembled metal parts closer to fixture,Material replenishment,factory_001,worker_001
2000-01-01 00:01:14,2000-01-01 00:05:04,actuate machine press,Metal stamping,factory_001,worker_001
2000-01-01 00:05:04,2000-01-01 00:05:16,adjust plastic collection bag,Metal stamping,factory_001,worker_001
2000-01-01 00:05:16,2000-01-01 00:07:11,actuate machine press,Metal stamping,factory_001,worker_001
2000-01-01 00:07:30,2000-01-01 00:08:11,scoop raw parts into bin,Material replenishment,factory_001,worker_001
2000-01-01 00:08:11,2000-01-01 00:14:40,actuate machine press,Metal stamping,factory_001,worker_001
2000-01-01 00:14:40,2000-01-01 00:15:10,carry finished batch to consolidation point,Finished goods transport,factory_001,worker_001
2000-01-01 00:15:10,2000-01-01 00:15:33,dump finished pieces into bulk container,Finished goods transport,factory_001,worker_001
2000-01-01 00:15:48,2000-01-01 00:16:09,drag unassembled metal parts closer to fixture,Material replenishment,factory_001,worker_001
2000-01-01 00:16:09,2000-01-01 00:20:00,actuate machine press,Metal stamping,factory_001,worker_001
