start_timestamp,end_timestamp,activity,process,factory,worker
2000-01-01 00:00:00,2000-01-01 00:01:12,Iron folded garment with steam iron,Garment ironing,factory_004,worker_007
2000-01-01 00:03:37,2000-01-01 00:04:09,Transport heavy fabric stack across factory floor,Material transport,factory_004,worker_007
2000-01-01 00:04:20,2000-01-01 00:04:31,Transport heavy fabric stack across factory floor,Material transport,factory_004,worker_007
2000-01-01 00:04:39,2000-01-01 00:05:00,Transport heavy fabric stack across factory floor,Material transport,factory_004,worker_007
2000-01-01 00:05:00,2000-01-01 00:05:10,Transfer polybagged garments into bulk box,Pick-and-pack sorting,factory_004,worker_007
2000-01-01 00:06:33,2000-01-01 00:06:51,Assemble empty cardboard box,Bulk box assembly,factory_004,worker_007
2000-01-01 00:06:51,2000-01-01 00:07:27,Tape cardboard box bottom seam,Bulk box assembly,factory_004,worker_007
2000-01-01 00:07:34,2000-01-01 00:07:46,Assemble empty cardboard box,Bulk box assembly,factory_004,worker_007
2000-01-01 00:07:46,2000-01-01 00:07:55,Tape cardboard box bottom seam,Bulk box assembly,factory_004,worker_007
2000-01-01 00:08:02,2000-01-01 00:08:14,Assemble empty cardboard box,Bulk box assembly,factory_004,worker_007
2000-01-01 00:08:14,2000-01-01 00:08:34,Tape cardboard box bottom seam,Bulk box assembly,factory_004,worker_007
2000-01-01 00:08:44,2000-01-01 00:08:53,Assemble empty cardboard box,Bulk box assembly,factory_004,worker_007
2000-01-01 00:08:53,2000-01-01 00:09:01,Tape cardboard box bottom seam,Bulk box assembly,factory_004,worker_007
2000-01-01 00:09:01,2000-01-01 00:09:11,Assemble empty cardboard box,Bulk box assembly,factory_004,worker_007
2000-01-01 00:09:11,2000-01-01 00:09:27,Tape cardboard box bottom seam,Bulk box assembly,factory_004,worker_007
2000-01-01 00:09:33,2000-01-01 00:09:59,Transfer polybagged garments into bulk box,Pick-and-pack sorting,factory_004,worker_007
2000-01-01 00:10:14,2000-01-01 00:10:25,Transfer polybagged garments into bulk box,Pick-and-pack sorting,factory_004,worker_007
2000-01-01 00:10:25,2000-01-01 00:12:00,Slide folded garment into clear polybag,Garment bagging,factory_004,worker_007
2000-01-01 00:12:08,2000-01-01 00:13:20,Slide folded garment into clear polybag,Garment bagging,factory_004,worker_007
2000-01-01 00:13:31,2000-01-01 00:13:58,Slide folded garment into clear polybag,Garment bagging,factory_004,worker_007
2000-01-01 00:13:58,2000-01-01 00:14:10,Transport heavy fabric stack across factory floor,Material transport,factory_004,worker_007
2000-01-01 00:14:10,2000-01-01 00:14:26,Transfer polybagged garments into bulk box,Pick-and-pack sorting,factory_004,worker_007
2000-01-01 00:14:26,2000-01-01 00:14:38,Transport heavy fabric stack across factory floor,Material transport,factory_004,worker_007
2000-01-01 00:14:38,2000-01-01 00:14:48,Transfer polybagged garments into bulk box,Pick-and-pack sorting,factory_004,worker_007
2000-01-01 00:14:48,2000-01-01 00:15:15,Slide folded garment into clear polybag,Garment bagging,factory_004,worker_007
2000-01-01 00:15:37,2000-01-01 00:16:13,Slide folded garment into clear polybag,Garment bagging,factory_004,worker_007
2000-01-01 00:17:35,2000-01-01 00:18:08,Transport heavy fabric stack across factory floor,Material transport,factory_004,worker_007
