start_timestamp,end_timestamp,activity,process,factory,worker
2000-01-01 00:00:00,2000-01-01 00:03:12,scrape component surface with metal tool,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:03:12,2000-01-01 00:03:18,monitor moving track system,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:03:18,2000-01-01 00:04:33,scrape component surface with metal tool,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:04:33,2000-01-01 00:04:40,monitor moving track system,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:04:40,2000-01-01 00:04:58,scrape component surface with metal tool,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:05:05,2000-01-01 00:07:00,scrape component surface with metal tool,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:07:08,2000-01-01 00:07:12,monitor moving track system,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:07:12,2000-01-01 00:08:49,scrape component surface with metal tool,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:08:49,2000-01-01 00:08:55,monitor moving track system,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:08:55,2000-01-01 00:09:44,scrape component surface with metal tool,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:09:44,2000-01-01 00:09:50,monitor moving track system,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:09:50,2000-01-01 00:11:06,scrape component surface with metal tool,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:11:06,2000-01-01 00:11:16,monitor moving track system,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:11:20,2000-01-01 00:11:29,scrape component surface with metal tool,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:11:29,2000-01-01 00:11:38,monitor moving track system,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:11:38,2000-01-01 00:12:00,scrape component surface with metal tool,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:12:21,2000-01-01 00:12:34,scrape component surface with metal tool,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:12:34,2000-01-01 00:12:40,monitor moving track system,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:12:40,2000-01-01 00:13:15,scrape component surface with metal tool,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:13:15,2000-01-01 00:13:18,monitor moving track system,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:13:18,2000-01-01 00:14:10,scrape component surface with metal tool,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:14:10,2000-01-01 00:14:15,monitor moving track system,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:14:20,2000-01-01 00:15:07,scrape component surface with metal tool,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:15:13,2000-01-01 00:15:41,scrape component surface with metal tool,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:15:41,2000-01-01 00:15:47,monitor moving track system,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:15:47,2000-01-01 00:16:18,scrape component surface with metal tool,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:16:35,2000-01-01 00:16:40,monitor moving track system,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:16:40,2000-01-01 00:16:48,scrape component surface with metal tool,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:17:01,2000-01-01 00:17:21,scrape component surface with metal tool,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:17:21,2000-01-01 00:17:28,monitor moving track system,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:17:28,2000-01-01 00:18:42,scrape component surface with metal tool,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:18:42,2000-01-01 00:18:48,monitor moving track system,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:18:48,2000-01-01 00:19:34,scrape component surface with metal tool,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:19:34,2000-01-01 00:19:40,monitor moving track system,Surface finishing and polishing,factory_003,worker_003
2000-01-01 00:19:40,2000-01-01 00:20:01,scrape component surface with metal tool,Surface finishing and polishing,factory_003,worker_003
